MEDIUM,0,162642,1,292655,2,215715,3,256192,4,260891,5,168421,6,238139,7,181689
MEDIUM,0,165481,1,300910,2,219037,3,258716,4,263510,5,170951,6,239981,7,182271
MEDIUM,0,168921,1,301708,2,222463,3,263103,4,270827,5,170269,6,243751,7,186046
MEDIUM,0,175884,1,315368,2,230734,3,272340,4,271474,5,174803,6,243230,7,185440
MEDIUM,0,176247,1,316537,2,229802,3,274310,4,275194,5,176066,6,247642,7,192481
MEDIUM,0,179775,1,321608,2,238139,3,278791,4,279247,5,175162,6,249634,7,193902
MEDIUM,0,174624,1,311909,2,233416,3,272123,4,279475,5,177901,6,248543,7,192807
MEDIUM,0,176247,1,317420,2,233257,3,276308,4,281087,5,178646,6,251473,7,193025
MEDIUM,0,177716,1,320400,2,236653,3,280624,4,280164,5,180154,6,253716,7,194455
MEDIUM,0,178272,1,315659,2,236325,3,276085,4,281550,5,179964,6,254663,7,192481
MEDIUM,0,179586,1,325285,2,239476,3,279475,4,282249,5,180535,6,255616,7,195121
MEDIUM,0,180727,1,321911,2,238305,3,277206,4,282716,5,179775,6,255425,7,194565
MEDIUM,0,179964,1,321305,2,237807,3,280394,4,286273,5,181495,6,256384,7,197378
MEDIUM,0,182271,1,323743,2,240150,3,279475,4,286513,5,183053,6,255425,7,196469
MEDIUM,0,183644,1,326530,2,241851,3,281318,4,287237,5,182857,6,257351,7,197721
MEDIUM,0,182076,1,319500,2,239476,3,282951,4,287237,5,184040,6,256577,7,198180
MEDIUM,0,186249,1,322824,2,241509,3,287478,4,288207,5,183842,6,258912,7,198411
MEDIUM,0,191509,1,330322,2,247642,3,286513,4,288450,5,184438,6,256770,7,200391
MEDIUM,0,186453,1,328099,2,246746,3,286513,4,291405,5,185440,6,257934,7,200391
MEDIUM,0,184837,1,329366,2,244274,3,286995,4,290661,5,186249,6,258129,7,201455
MEDIUM,0,183842,1,321911,2,242884,3,284365,4,288694,5,185641,6,259306,7,197721
MEDIUM,0,186046,1,328099,2,243230,3,282951,4,292906,5,185037,6,258912,7,201218
MEDIUM,0,184438,1,323743,2,241851,3,280624,4,290661,5,186249,6,257934,7,201337
MEDIUM,0,182076,1,319500,2,240319,3,282482,4,290661,5,186249,6,257545,7,201455
MEDIUM,0,182466,1,326218,2,244100,3,285077,4,288207,5,184837,6,260096,7,202291
MEDIUM,0,182661,1,322824,2,242194,3,282249,4,291654,5,184238,6,257545,7,201693
MEDIUM,0,186656,1,330003,2,244449,3,285794,4,292655,5,191509,6,261091,7,202772
MEDIUM,0,184837,1,322519,2,241680,3,282482,4,293409,5,186249,6,257739,7,203619
MEDIUM,0,182857,1,322215,2,239140,3,281087,4,289674,5,185440,6,257739,7,203740
MEDIUM,0,191616,1,330322,2,245504,3,292154,4,293409,5,191832,6,259700,7,202892
MEDIUM,0,185037,1,327784,2,236982,3,284365,4,296210,5,187271,6,266181,7,202291
MEDIUM,0,184040,1,324667,2,239140,3,281783,4,296210,5,192048,6,265766,7,202772
MEDIUM,0,185037,1,327470,2,241338,3,286995,4,297501,5,193902,6,261892,7,203376
MEDIUM,0,184040,1,325596,2,242194,3,285794,4,297242,5,186861,6,261892,7,204106
MEDIUM,0,186453,1,328099,2,244800,3,286995,4,297501,5,186861,6,265560,7,203740
MEDIUM,0,184637,1,326843,2,244100,3,286513,4,296725,5,192589,6,264736,7,204350
MEDIUM,0,193353,1,333550,2,248362,3,295697,4,299327,5,193572,6,263917,7,206077
MEDIUM,0,192264,1,330963,2,246925,3,288939,4,298542,5,194899,6,268062,7,206202
MEDIUM,0,191832,1,334859,2,247642,3,290167,4,300910,5,194344,6,266389,7,206077
MEDIUM,0,192698,1,334859,2,250366,3,290909,4,301442,5,194676,6,268273,7,206952
MEDIUM,0,192372,1,333876,2,244800,3,292404,4,300910,5,195793,6,267223,7,205087
MEDIUM,0,191401,1,332575,2,246390,3,288207,4,300910,5,194676,6,269331,7,205581
MEDIUM,0,193025,1,338177,2,247104,3,292655,4,299327,5,195457,6,267432,7,207961
MEDIUM,0,195793,1,342246,2,246746,3,296467,4,300645,5,195121,6,269119,7,207203
MEDIUM,0,197721,1,344665,2,254473,3,297242,4,303048,5,196923,6,268907,7,207581
MEDIUM,0,194455,1,337174,2,248182,3,296725,4,302511,5,197721,6,269331,7,208851
MEDIUM,0,192156,1,337174,2,247104,3,293157,4,302511,5,195345,6,266181,7,207961
MEDIUM,0,192048,1,337174,2,253905,3,294676,4,301975,5,197721,6,267223,7,207834
MEDIUM,0,193134,1,337508,2,252030,3,294168,4,301442,5,198411,6,266389,7,208724
MEDIUM,0,194565,1,339185,2,249087,3,296983,4,301176,5,196696,6,269757,7,209107
MEDIUM,0,199338,1,348536,2,259898,3,302779,4,302779,5,198065,6,271906,7,209364
MEDIUM,0,192156,1,333224,2,248724,3,292154,4,299590,5,195569,6,268907,7,206202
MEDIUM,0,193902,1,333876,2,251658,3,293409,4,297501,5,195793,6,266805,7,208087
MEDIUM,0,187066,1,331928,2,246925,3,287964,4,295697,5,194899,6,267642,7,208087
MEDIUM,0,186046,1,329048,2,244274,3,286513,4,293662,5,187066,6,264736,7,207203
MEDIUM,0,198642,1,345362,2,255043,3,296725,4,292906,5,191080,6,267432,7,206701
MEDIUM,0,193244,1,335188,2,253339,3,294422,4,296467,5,194233,6,268062,7,208469
MEDIUM,0,187271,1,330963,2,248724,3,287964,4,296725,5,192372,6,265974,7,206952
MEDIUM,0,192589,1,333550,2,245858,3,291654,4,290414,5,191616,6,265560,7,207203
MEDIUM,0,184040,1,327784,2,245328,3,286273,4,291157,5,192698,6,266389,7,205953
MEDIUM,0,181495,1,320100,2,241338,3,279247,4,292655,5,186453,6,265974,7,207203
MEDIUM,0,186046,1,332251,2,248906,3,287478,4,291654,5,186249,6,263103,7,203013
MEDIUM,0,185037,1,327470,2,246568,3,287237,4,290661,5,186453,6,265766,7,205087
MEDIUM,0,185037,1,329048,2,246568,3,288450,4,291904,5,186861,6,264531,7,206952
MEDIUM,0,183446,1,325907,2,245328,3,285077,4,292655,5,185641,6,265147,7,205953
MEDIUM,0,183644,1,325596,2,243057,3,287478,4,289674,5,186046,6,262901,7,205953
MEDIUM,0,186249,1,329684,2,246925,3,286033,4,293157,5,185641,6,267014,7,205953
MEDIUM,0,183644,1,323743,2,245328,3,284840,4,292906,5,185641,6,264121,7,206326
MEDIUM,0,186249,1,335188,2,247104,3,290909,4,288450,5,186453,6,264736,7,205581
MEDIUM,0,192481,1,334203,2,251658,3,291157,4,294168,5,185037,6,266805,7,206326
MEDIUM,0,184438,1,325596,2,243751,3,286754,4,290909,5,186656,6,265766,7,205333
MEDIUM,0,187271,1,329366,2,248001,3,286995,4,292404,5,186861,6,266805,7,205705
MEDIUM,0,194455,1,338848,2,248362,3,291904,4,294168,5,186046,6,267014,7,202171
MEDIUM,0,199221,1,345362,2,257351,3,296725,4,294422,5,191401,6,268484,7,203984
MEDIUM,0,193244,1,338512,2,252403,3,293662,4,294930,5,192481,6,269757,7,205829
MEDIUM,0,194455,1,337842,2,253528,3,293157,4,297760,5,192048,6,265974,7,204840
MEDIUM,0,191509,1,340538,2,254283,3,295697,4,297242,5,193134,6,264941,7,206952
MEDIUM,0,195233,1,339185,2,255616,3,295441,4,296983,5,191509,6,269757,7,206451
MEDIUM,0,184040,1,329684,2,249087,3,290661,4,297242,5,191509,6,266389,7,209879
MEDIUM,0,182271,1,322519,2,244976,3,286513,4,293157,5,191616,6,265766,7,207581
MEDIUM,0,181689,1,321608,2,245681,3,286513,4,294676,5,186453,6,267014,7,206701
MEDIUM,0,183446,1,324976,2,245328,3,287237,4,287964,5,186861,6,265974,7,206576
MEDIUM,0,186656,1,326843,2,246213,3,286513,4,293662,5,186861,6,264326,7,202531
MEDIUM,0,195233,1,336510,2,253152,3,293915,4,295697,5,192589,6,264531,7,205087
MEDIUM,0,200509,1,342589,2,257934,3,294930,4,296210,5,191509,6,268907,7,205953
MEDIUM,0,197836,1,342589,2,254094,3,292655,4,298281,5,191724,6,268484,7,207834
MEDIUM,0,203619,1,351045,2,261291,3,298803,4,300910,5,193572,6,268695,7,206576
MEDIUM,0,210396,1,365714,2,273870,3,314786,4,300381,5,194676,6,271042,7,208596
MEDIUM,0,211177,1,366106,2,274530,3,315368,4,303317,5,194565,6,274751,7,207077
MEDIUM,0,209621,1,364542,2,273870,3,313629,4,304128,5,195905,6,274310,7,208087
MEDIUM,0,214900,1,378138,2,281087,3,320100,4,307138,5,196018,6,274530,7,208341
MEDIUM,0,214900,1,368876,2,279247,3,321911,4,301708,5,197492,6,276756,7,210396
MEDIUM,0,215442,1,377929,2,280164,3,315951,4,304399,5,197721,6,277657,7,207707
MEDIUM,0,220737,1,384312,2,285554,3,324050,4,305489,5,197950,6,277206,7,209879
MEDIUM,0,219037,1,381947,2,286033,3,327470,4,306586,5,197836,6,277431,7,212360
MEDIUM,0,217918,1,384528,2,286995,3,324358,4,309085,5,195681,6,275639,7,208724
MEDIUM,0,216811,1,383233,2,283420,3,323743,4,306311,5,198873,6,278563,7,210916
MEDIUM,0,220452,1,388025,2,291157,3,330003,4,308805,5,199921,6,277431,7,210137
MEDIUM,0,214630,1,379189,2,282716,3,321911,4,311057,5,198295,6,278109,7,210008
MEDIUM,0,220594,1,388688,2,291157,3,331928,4,308248,5,197721,6,277657,7,210008
MEDIUM,0,217918,1,379821,2,283892,3,323436,4,307415,5,199921,6,277431,7,212096
MEDIUM,0,221885,1,388246,2,289429,3,332251,4,311340,5,199338,6,279475,7,213689
MEDIUM,0,220594,1,387805,2,288207,3,325596,4,311909,5,200156,6,280855,7,211046
MEDIUM,0,215442,1,376886,2,281783,3,318606,4,311625,5,198642,6,278791,7,210656
MEDIUM,0,221309,1,390467,2,293157,3,332251,4,310773,5,198411,6,280164,7,213823
MEDIUM,0,220167,1,383233,2,286033,3,323743,4,311625,5,199571,6,276308,7,215035
MEDIUM,0,219037,1,379821,2,283185,3,322519,4,310773,5,195233,6,279019,7,211177
MEDIUM,0,220167,1,378768,2,278109,3,322215,4,310491,5,197836,6,278563,7,215171
MEDIUM,0,218057,1,383664,2,282015,3,324358,4,309646,5,197950,6,278563,7,213288
MEDIUM,0,221023,1,386488,2,291405,3,329684,4,309927,5,199454,6,278109,7,215171
MEDIUM,0,221885,1,391587,2,290661,3,331284,4,311340,5,198065,6,278563,7,213155
MEDIUM,0,221166,1,393619,2,292404,3,330642,4,312480,5,200039,6,280394,7,213689
MEDIUM,0,224364,1,386269,2,286754,3,326843,4,314496,5,198180,6,278563,7,211439
MEDIUM,0,220309,1,386926,2,286754,3,330003,4,311340,5,198989,6,280164,7,212492
MEDIUM,0,223629,1,392487,2,292404,3,335847,4,312195,5,200744,6,280394,7,213555
MEDIUM,0,229957,1,395214,2,295185,3,334531,4,308805,5,200391,6,282716,7,214630
MEDIUM,0,225104,1,392939,2,295185,3,334531,4,314786,5,199571,6,280624,7,214495
MEDIUM,0,225550,1,400312,2,301975,3,340878,4,315659,5,201218,6,282249,7,216124
MEDIUM,0,225104,1,381947,2,292655,3,331606,4,314786,5,203497,6,282482,7,213022
MEDIUM,0,227808,1,394529,2,295953,3,334859,4,316537,5,201813,6,282482,7,213823
MEDIUM,0,229493,1,394073,2,295953,3,336842,4,315951,5,201813,6,282716,7,217087
MEDIUM,0,214091,1,367684,2,280855,3,322519,4,313917,5,201932,6,279475,7,214225
MEDIUM,0,212624,1,361837,2,277657,3,316244,4,310209,5,197950,6,280164,7,216673
MEDIUM,0,219742,1,380881,2,282951,3,323436,4,309646,5,198526,6,281783,7,213555
MEDIUM,0,214495,1,365714,2,280164,3,319500,4,313629,5,200156,6,281550,7,214900
MEDIUM,0,210266,1,360309,2,271690,3,311625,4,304128,5,199687,6,278109,7,214495
MEDIUM,0,217363,1,378558,2,278563,3,321003,4,310209,5,199921,6,278791,7,212360
MEDIUM,0,217087,1,368477,2,276308,3,317126,4,313917,5,203134,6,279019,7,213957
MEDIUM,0,216536,1,368080,2,273650,3,320400,4,310773,5,203740,6,278336,7,215715
MEDIUM,0,220452,1,382589,2,282951,3,323436,4,308526,5,201455,6,280394,7,215171
MEDIUM,0,215442,1,375435,2,278791,3,316244,4,313341,5,204472,6,278791,7,216124
MEDIUM,0,217225,1,368080,2,277206,3,317420,4,313629,5,200863,6,282482,7,216124
MEDIUM,0,216398,1,366106,2,277657,3,315951,4,313917,5,202052,6,282482,7,215851
MEDIUM,0,216261,1,378348,2,280855,3,316244,4,309085,5,199221,6,279934,7,213823
MEDIUM,0,213957,1,366893,2,275862,3,317126,4,313054,5,201099,6,281318,7,215988
MEDIUM,0,215171,1,367684,2,275194,3,318903,4,312195,5,199221,6,281318,7,215988
MEDIUM,0,218336,1,376678,2,278791,3,317420,4,312767,5,199105,6,280624,7,214900
MEDIUM,0,215442,1,366893,2,277657,3,316244,4,313054,5,203862,6,282249,7,218476
MEDIUM,0,219742,1,380033,2,282951,3,320400,4,312480,5,199687,6,282716,7,215442
MEDIUM,0,217779,1,367288,2,280394,3,318903,4,316537,5,204350,6,282249,7,217502
MEDIUM,0,216811,1,366893,2,278336,3,316244,4,315368,5,203984,6,280855,7,217087
MEDIUM,0,218197,1,377720,2,280394,3,318308,4,313917,5,202411,6,281318,7,219037
MEDIUM,0,211177,1,361454,2,271474,3,315368,4,316244,5,201218,6,280624,7,215715
MEDIUM,0,209492,1,364153,2,274973,3,315951,4,311909,5,198989,6,280164,7,218616
MEDIUM,0,215035,1,368876,2,277883,3,319800,4,312480,5,202411,6,281087,7,215442
MEDIUM,0,208851,1,359929,2,272123,3,312480,4,313341,5,204963,6,281318,7,215035
MEDIUM,0,219037,1,369275,2,279934,3,321003,4,314496,5,203497,6,280394,7,217363
MEDIUM,0,215578,1,368876,2,279705,3,316244,4,318308,5,200981,6,282249,7,217640
MEDIUM,0,211439,1,364542,2,274751,3,313917,4,313054,5,203984,6,281783,7,216261
MEDIUM,0,209621,1,356918,2,272123,3,315659,4,314206,5,201099,6,281550,7,216124
MEDIUM,0,210396,1,362991,2,273650,3,314496,4,314206,5,203013,6,281318,7,216398
MEDIUM,0,214630,1,365322,2,276308,3,314496,4,311625,5,200981,6,280394,7,217640
MEDIUM,0,215171,1,365322,2,275639,3,313629,4,313054,5,201932,6,280855,7,218336
MEDIUM,0,213288,1,364153,2,275194,3,315951,4,316537,5,202052,6,281318,7,219318
MEDIUM,0,210396,1,360690,2,273650,3,311909,4,316244,5,202531,6,279934,7,215035
MEDIUM,0,210916,1,360309,2,268695,3,311909,4,313054,5,202291,6,281318,7,217363
MEDIUM,0,211701,1,362221,2,270398,3,311057,4,313341,5,200273,6,280855,7,216811
MEDIUM,0,212096,1,367288,2,273870,3,316831,4,311340,5,201455,6,281087,7,217363
MEDIUM,0,216673,1,375848,2,278336,3,321608,4,312195,5,202052,6,283185,7,217640
MEDIUM,0,215442,1,369275,2,279019,3,318308,4,314206,5,205705,6,283420,7,218336
MEDIUM,0,212227,1,361454,2,274530,3,313054,4,314206,5,203984,6,280855,7,216673
MEDIUM,0,215578,1,376055,2,277431,3,319500,4,313054,5,203984,6,282716,7,218197
MEDIUM,0,210656,1,361071,2,274310,3,312195,4,313054,5,202892,6,281783,7,217918
MEDIUM,0,211964,1,362606,2,274973,3,316244,4,316244,5,204472,6,282249,7,218476
MEDIUM,0,216261,1,367684,2,278563,3,319500,4,317126,5,203376,6,281318,7,217918
MEDIUM,0,214495,1,366499,2,273431,3,319800,4,318012,5,204963,6,283185,7,215306
MEDIUM,0,212492,1,361837,2,275862,3,314786,4,314206,5,203376,6,283185,7,217918
MEDIUM,0,207077,1,356918,2,269331,3,313917,4,313917,5,202052,6,282249,7,217225
MEDIUM,0,212757,1,362991,2,274751,3,313629,4,313629,5,204595,6,281318,7,218057
MEDIUM,0,213022,1,363765,2,273431,3,317420,4,313054,5,205953,6,282249,7,218197
MEDIUM,0,208596,1,359172,2,271474,3,310209,4,311909,5,207329,6,281550,7,218476
MEDIUM,0,211177,1,361837,2,274751,3,315951,4,313917,5,205705,6,281783,7,217640
MEDIUM,0,215715,1,366499,2,276085,3,318606,4,313054,5,203862,6,283656,7,218476
MEDIUM,0,214360,1,366893,2,278109,3,317420,4,317716,5,204106,6,281783,7,220025
MEDIUM,0,212227,1,367288,2,277657,3,312195,4,313917,5,204963,6,282015,7,219037
MEDIUM,0,214225,1,363765,2,277206,3,317716,4,316244,5,205457,6,284365,7,214765
MEDIUM,0,211177,1,362991,2,276532,3,316244,4,315659,5,206576,6,284365,7,216811
MEDIUM,0,214091,1,367288,2,278109,3,318308,4,314786,5,205087,6,280855,7,220309
MEDIUM,0,210656,1,359550,2,272123,3,314496,4,318308,5,202772,6,280855,7,220737
MEDIUM,0,210916,1,359929,2,272340,3,316244,4,313629,5,203740,6,283656,7,218896
MEDIUM,0,212624,1,362221,2,274530,3,316831,4,317126,5,204718,6,282716,7,219037
MEDIUM,0,222463,1,381520,2,282249,3,323743,4,316537,5,204963,6,283185,7,213155
MEDIUM,0,216536,1,378138,2,281783,3,322215,4,318308,5,206451,6,285316,7,219318
MEDIUM,0,218336,1,376263,2,279475,3,322519,4,315951,5,207077,6,283892,7,219459
MEDIUM,0,221453,1,380669,2,283420,3,323130,4,318308,5,206451,6,282482,7,221885
MEDIUM,0,218756,1,379189,2,284128,3,321305,4,316831,5,208596,6,284602,7,218336
MEDIUM,0,212889,1,367288,2,273870,3,314786,4,319202,5,206701,6,286033,7,219178
MEDIUM,0,207834,1,357666,2,270398,3,314206,4,316537,5,206576,6,282951,7,220309
MEDIUM,0,213555,1,362991,2,277206,3,317126,4,312767,5,207203,6,281783,7,221309
MEDIUM,0,214225,1,364542,2,278336,3,316244,4,311057,5,209235,6,282249,7,221597
MEDIUM,0,210137,1,354693,2,272993,3,315368,4,314786,5,206451,6,284128,7,221885
MEDIUM,0,214630,1,366499,2,277883,3,315076,4,313629,5,207707,6,282249,7,219601
MEDIUM,0,221597,1,385179,2,286033,3,324050,4,319202,5,203862,6,286273,7,220309
MEDIUM,0,211439,1,360690,2,274310,3,316244,4,320100,5,205333,6,283420,7,221023
MEDIUM,0,217640,1,375848,2,278791,3,318012,4,313917,5,205581,6,284128,7,219884
MEDIUM,0,225699,1,390020,2,294168,3,330963,4,316537,5,205581,6,284365,7,217502
MEDIUM,0,228571,1,395443,2,292404,3,334203,4,316831,5,208214,6,287721,7,221166
MEDIUM,0,226900,1,392262,2,294168,3,336842,4,321003,5,208851,6,287478,7,222029
MEDIUM,0,227960,1,391811,2,293409,3,330003,4,323436,5,210656,6,288207,7,221597
MEDIUM,0,223923,1,383880,2,286033,3,327470,4,322519,5,208851,6,286513,7,221885
MEDIUM,0,230267,1,394985,2,296210,3,336510,4,323743,5,208979,6,286995,7,221023
MEDIUM,0,228113,1,393392,2,297501,3,334859,4,320100,5,210396,6,287964,7,223045
MEDIUM,0,228877,1,394985,2,297242,3,335517,4,324358,5,208851,6,290414,7,221023
MEDIUM,0,225998,1,388467,2,288694,3,332899,4,321911,5,209235,6,288450,7,222753
MEDIUM,0,225401,1,390020,2,290414,3,331928,4,319500,5,208979,6,285794,7,222318
MEDIUM,0,222174,1,386269,2,289429,3,331284,4,317126,5,209364,6,288207,7,222318
MEDIUM,0,224217,1,386269,2,289429,3,327470,4,321305,5,209621,6,285316,7,218197
MEDIUM,0,222318,1,384096,2,287964,3,327470,4,322519,5,207707,6,287237,7,222029
MEDIUM,0,225401,1,388246,2,290414,3,328415,4,321305,5,209879,6,285316,7,222753
MEDIUM,0,231517,1,394073,2,298020,3,337508,4,320701,5,208979,6,288694,7,222463
MEDIUM,0,230423,1,394985,2,290661,3,336842,4,324050,5,209621,6,288939,7,223336
MEDIUM,0,225998,1,394985,2,295697,3,332575,4,323130,5,212492,6,287237,7,222753
MEDIUM,0,228418,1,395901,2,298020,3,332899,4,321305,5,207707,6,286513,7,222899
MEDIUM,0,227202,1,394529,2,293915,3,330322,4,324050,5,207834,6,287478,7,222029
MEDIUM,0,227960,1,391362,2,291904,3,328731,4,319500,5,209364,6,286754,7,222318
MEDIUM,0,219884,1,380881,2,285077,3,324050,4,320701,5,207581,6,285554,7,221597
MEDIUM,0,219884,1,382374,2,286033,3,325907,4,321003,5,208851,6,287478,7,218756
MEDIUM,0,225849,1,387145,2,287478,3,328099,4,321305,5,209235,6,285316,7,218896
MEDIUM,0,229031,1,394073,2,296983,3,335847,4,321911,5,210526,6,287964,7,222029
MEDIUM,0,232463,1,398211,2,298542,3,334531,4,322519,5,211308,6,288939,7,222463
MEDIUM,0,227808,1,392036,2,292906,3,334203,4,320701,5,208851,6,286995,7,222899
MEDIUM,0,233416,1,400782,2,302511,3,338512,4,321305,5,210008,6,286995,7,224217
MEDIUM,0,231517,1,394529,2,299065,3,336510,4,324358,5,210266,6,288939,7,224956
MEDIUM,0,231046,1,400782,2,298020,3,339860,4,322215,5,209235,6,287237,7,224512
MEDIUM,0,228265,1,390914,2,289429,3,334531,4,324358,5,211046,6,286513,7,224070
MEDIUM,0,222608,1,383233,2,288450,3,329684,4,323130,5,210266,6,286513,7,223923
MEDIUM,0,223776,1,388246,2,286995,3,330963,4,320701,5,210137,6,286995,7,218336
MEDIUM,0,229957,1,399609,2,300381,3,342246,4,320400,5,211439,6,288207,7,221309
MEDIUM,0,232463,1,397284,2,300910,3,340199,4,321911,5,211439,6,286754,7,220309
MEDIUM,0,233736,1,401489,2,304671,3,341219,4,323743,5,209235,6,287478,7,223776
MEDIUM,0,227202,1,396131,2,294930,3,334531,4,323436,5,211570,6,287964,7,223776
MEDIUM,0,230734,1,396591,2,296725,3,339522,4,322519,5,209364,6,289920,7,224512
MEDIUM,0,232146,1,401962,2,301176,3,339522,4,321911,5,211964,6,290414,7,222174
MEDIUM,0,229957,1,399843,2,298281,3,338512,4,324050,5,212757,6,288939,7,224217
MEDIUM,0,227808,1,394301,2,293915,3,337174,4,323743,5,209364,6,290414,7,222753
MEDIUM,0,231203,1,400078,2,299590,3,339522,4,322824,5,211046,6,286754,7,223923
MEDIUM,0,227505,1,393846,2,293409,3,335517,4,325285,5,212360,6,287237,7,219742
MEDIUM,0,229647,1,400078,2,300910,3,337508,4,321608,5,209879,6,287721,7,222318
MEDIUM,0,229957,1,394985,2,291654,3,337842,4,324358,5,210786,6,289183,7,222899
MEDIUM,0,231831,1,405785,2,303048,3,343624,4,324358,5,212096,6,290909,7,223336
MEDIUM,0,229802,1,397284,2,297501,3,339185,4,324667,5,210526,6,288694,7,223629
MEDIUM,0,231517,1,400547,2,298803,3,339860,4,321305,5,210266,6,290167,7,224956
MEDIUM,0,234539,1,401253,2,299327,3,341219,4,324358,5,210396,6,289429,7,224659
MEDIUM,0,233576,1,406752,2,301176,3,341219,4,323130,5,211570,6,287721,7,224807
MEDIUM,0,229957,1,404823,2,302511,3,339860,4,323743,5,210786,6,290661,7,224512
MEDIUM,0,235836,1,410914,2,311340,3,350684,4,325285,5,211439,6,289183,7,223336
MEDIUM,0,231989,1,404583,2,305489,3,342589,4,328099,5,211570,6,288939,7,221023
MEDIUM,0,232621,1,401489,2,299590,3,341903,4,324358,5,208469,6,289183,7,222463
MEDIUM,0,233098,1,403865,2,304943,3,347826,4,324358,5,212492,6,288694,7,223923
MEDIUM,0,235024,1,405785,2,304943,3,345013,4,324667,5,210916,6,289429,7,223776
MEDIUM,0,236489,1,406995,2,306862,3,345362,4,324667,5,211570,6,291405,7,224956
MEDIUM,0,235999,1,405303,2,303587,3,341903,4,327470,5,212889,6,288939,7,225104
MEDIUM,0,236982,1,408700,2,310773,3,346766,4,321003,5,213689,6,290167,7,225699
MEDIUM,0,234700,1,407968,2,301975,3,343624,4,328731,5,211964,6,289920,7,224512
MEDIUM,0,227505,1,390243,2,295953,3,335188,4,323743,5,212624,6,290661,7,225104
MEDIUM,0,226900,1,390690,2,291405,3,332899,4,324976,5,213555,6,290414,7,224070
MEDIUM,0,226900,1,389353,2,291904,3,330642,4,323743,5,211046,6,288207,7,224217
MEDIUM,0,221023,1,380457,2,285554,3,325596,4,326530,5,211308,6,288939,7,220025
MEDIUM,0,217087,1,369675,2,280855,3,322519,4,321305,5,211964,6,285554,7,221166
MEDIUM,0,211964,1,362991,2,277431,3,318903,4,318308,5,209235,6,285554,7,222318
MEDIUM,0,208469,1,356918,2,271042,3,310773,4,317126,5,207834,6,282951,7,222899
MEDIUM,0,204595,1,351769,2,268484,3,310209,4,313917,5,206451,6,283185,7,222318
MEDIUM,0,207961,1,355802,2,270398,3,310209,4,312767,5,205457,6,280394,7,222318
MEDIUM,0,204840,1,349249,2,266597,3,307969,4,311909,5,207455,6,282482,7,221453
MEDIUM,0,203497,1,347826,2,265974,3,306862,4,312195,5,204840,6,278109,7,220880
MEDIUM,0,201218,1,345712,2,261892,3,304943,4,310209,5,205581,6,278563,7,218057
MEDIUM,0,200744,1,339185,2,263306,3,304671,4,311625,5,205829,6,279247,7,220309
MEDIUM,0,206952,1,351407,2,269119,3,307138,4,309646,5,204106,6,279705,7,216261
MEDIUM,0,202892,1,348536,2,264121,3,307138,4,310491,5,205581,6,279934,7,219037
MEDIUM,0,199804,1,344665,2,262295,3,304943,4,306311,5,203862,6,279475,7,219742
MEDIUM,0,198295,1,337508,2,259306,3,300910,4,306862,5,202171,6,275862,7,219601
